medium	depth	enzyme	log2ptr	se	ok	nw	na	r2	growth_rate	pred
M25	10	PpiI	0.807604	0.100638	True	13	336	0.860592	0.4346	0.6425
M25	10	PsrI	0.4959	0.083728	True	17	419	0.700387	0.4346	0.6425
M25	1	AlfI	0.686716	0.182251	True	24	1910	0.384427	0.4346	0.6425
M25	1	AloI	0.813713	0.41639	True	17	416	0.177476	0.4346	0.6425
M25	1	BaeI	1.81252	0.363345	True	22	669	0.640658	0.4346	0.6425
M25	1	BcgI	0.510007	0.146304	True	27	2672	0.346186	0.4346	0.6425
M25	1	BplI			False	13	329		0.4346	0.6425
M25	1	BsaXI	0.502192	0.309806	True	25	932	-0.00763164	0.4346	0.6425
M25	1	BslFI	0.856763	0.142478	True	25	2501	0.598693	0.4346	0.6425
M25	1	Bsp24I	0.326849	0.161031	True	21	1335	0.150149	0.4346	0.6425
M25	1	CjeI	0.551082	0.106769	True	88	8797	0.189677	0.4346	0.6425
M25	1	CjePI	0.489579	0.123183	True	76	7616	0.109835	0.4346	0.6425
M25	1	CspCI			False	23	563		0.4346	0.6425
M25	1	FalI			False	25	687		0.4346	0.6425
M25	1	HaeIV	0.700944	0.156368	True	60	6035	0.194774	0.4346	0.6425
M25	1	Hin4I	0.74199	0.110145	True	51	5130	0.493892	0.4346	0.6425
M25	1	PpiI	1.19954	0.489615	True	13	336	0.10597	0.4346	0.6425
M25	1	PsrI	1.73587	0.437705	True	17	419	0.0347972	0.4346	0.6425
M25	2	AlfI	0.622228	0.162486	True	25	1989	0.43932	0.4346	0.6425
M25	2	AloI	0.362476	0.274891	True	18	441	-0.0125218	0.4346	0.6425
M25	2	BaeI	0.997958	0.194886	True	25	759	0.397507	0.4346	0.6425
M25	2	BcgI	0.482774	0.0643615	True	26	2572	0.696688	0.4346	0.6425
M25	2	BplI	0.144261	0.289892	True	13	329	-0.0690077	0.4346	0.6425
M25	2	BsaXI	0.451099	0.123887	True	26	970	0.351138	0.4346	0.6425
M25	2	BslFI	0.642005	0.0780062	True	24	2401	0.755393	0.4346	0.6425
M25	2	Bsp24I	0.583035	0.121537	True	25	1587	0.441934	0.4346	0.6425
M25	2	CjeI	0.678374	0.0615642	True	89	8897	0.568507	0.4346	0.6425
M25	2	CjePI	0.589837	0.0606839	True	77	7716	0.533438	0.4346	0.6425
M25	2	CspCI	0.510382	0.21623	True	23	563	0.198878	0.4346	0.6425
M25	2	FalI	0.125769	0.27871	True	25	700	-0.107769	0.4346	0.6425
M25	2	HaeIV	0.523594	0.088017	True	65	6535	0.329347	0.4346	0.6425
M25	2	Hin4I	0.605898	0.0690734	True	53	5330	0.626484	0.4346	0.6425
M25	2	PpiI	0.406765	0.255288	True	11	286	0.161632	0.4346	0.6425
M25	2	PsrI	0.501637	0.28851	True	15	369	-0.00138569	0.4346	0.6425
M25	5	AlfI	0.554421	0.0659672	True	25	1989	0.745602	0.4346	0.6425
M25	5	AloI	0.519933	0.124185	True	18	441	0.551517	0.4346	0.6425
M25	5	BaeI	0.934742	0.0859442	True	25	759	0.844545	0.4346	0.6425
M25	5	BcgI	0.631149	0.0562413	True	29	2872	0.837133	0.4346	0.6425
M25	5	BplI	0.449498	0.172112	True	14	354	0.328943	0.4346	0.6425
M25	5	BsaXI	0.505828	0.0775803	True	26	970	0.608932	0.4346	0.6425
M25	5	BslFI	0.637439	0.0586274	True	25	2501	0.819995	0.4346	0.6425
M25	5	Bsp24I	0.595402	0.0804011	True	25	1587	0.7016	0.4346	0.6425
M25	5	CjeI	0.661983	0.0355473	True	89	8897	0.804617	0.4346	0.6425
M25	5	CjePI	0.615979	0.0370871	True	77	7716	0.772411	0.4346	0.6425
M25	5	CspCI	0.479049	0.122213	True	24	588	0.363743	0.4346	0.6425
M25	5	FalI	0.522378	0.0975808	True	26	715	0.577046	0.4346	0.6425
M25	5	HaeIV	0.558843	0.0511156	True	66	6635	0.638774	0.4346	0.6425
M25	5	Hin4I	0.61056	0.048471	True	54	5430	0.764616	0.4346	0.6425
M25	5	PpiI	0.741596	0.153866	True	13	336	0.694638	0.4346	0.6425
M25	5	PsrI	0.511824	0.135	True	17	419	0.467481	0.4346	0.6425
M27	0.5	AlfI	0.160617	0.395443	True	23	1831	-0.147366	0.3992	0.5526
M27	0.5	AloI	0.363712	0.720239	True	14	350	-0.407489	0.3992	0.5526
M27	0.5	BaeI			False	22	669		0.3992	0.5526
M27	0.5	BcgI	0.746365	0.373765	True	29	2872	0.0307064	0.3992	0.5526
M27	0.5	BplI	0.305316	0.760054	True	11	275	-0.125155	0.3992	0.5526
M27	0.5	BsaXI	0.33509	0.588722	True	25	932	-0.473115	0.3992	0.5526
M27	0.5	BslFI	0.6491	0.331623	True	23	2301	0.107666	0.3992	0.5526
M27	0.5	Bsp24I	0.014698	0.359916	True	24	1524	-0.14673	0.3992	0.5526
M27	0.5	CjeI	0.319781	0.180555	True	84	8397	-0.0704753	0.3992	0.5526
M27	0.5	CjePI	0.3681	0.196432	True	76	7616	-0.0873497	0.3992	0.5526
M27	0.5	CspCI			False	17	413		0.3992	0.5526
M27	0.5	FalI			False	22	603		0.3992	0.5526
M27	0.5	HaeIV	0.146217	0.281586	True	62	6235	-0.224606	0.3992	0.5526
M27	0.5	Hin4I	0.533805	0.266277	True	53	5330	-0.121268	0.3992	0.5526
M27	0.5	PpiI			False	10	261		0.3992	0.5526
M27	0.5	PsrI	0.156461	0.739802	True	16	394	-0.324545	0.3992	0.5526
M27	10	AlfI	0.562715	0.0447872	True	24	1896	0.875129	0.3992	0.5526
M27	10	AloI	0.485868	0.0681292	True	18	441	0.775615	0.3992	0.5526
M27	10	BaeI	0.52199	0.0839434	True	25	759	0.6114	0.3992	0.5526
M27	10	BcgI	0.53572	0.0355861	True	29	2872	0.891181	0.3992	0.5526
M27	10	BplI	0.621131	0.0905164	True	15	379	0.739743	0.3992	0.5526
M27	10	BsaXI	0.512603	0.0572198	True	26	970	0.788158	0.3992	0.5526
M27	10	BslFI	0.524775	0.0570831	True	25	2501	0.748136	0.3992	0.5526
M27	10	Bsp24I	0.56973	0.0550486	True	25	1587	0.823765	0.3992	0.5526
M27	10	CjeI	0.574451	0.0301476	True	89	8897	0.806408	0.3992	0.5526
M27	10	CjePI	0.509466	0.0340802	True	77	7716	0.759335	0.3992	0.5526
M27	10	CspCI	0.57355	0.0835971	True	24	588	0.636394	0.3992	0.5526
M27	10	FalI	0.612037	0.118356	True	26	715	0.552619	0.3992	0.5526
M27	10	HaeIV	0.539482	0.0387412	True	65	6535	0.738492	0.3992	0.5526
M27	10	Hin4I	0.554394	0.0474911	True	54	5430	0.733203	0.3992	0.5526
M27	10	PpiI	0.400496	0.0890707	True	13	336	0.632714	0.3992	0.5526
M27	10	PsrI	0.746127	0.0675384	True	17	419	0.869366	0.3992	0.5526
M27	1	AlfI	0.322693	0.150697	True	24	1910	0.155536	0.3992	0.5526
M27	1	AloI			False	18	441		0.3992	0.5526
M27	1	BaeI	0.521216	0.267913	True	23	699	0.11612	0.3992	0.5526
M27	1	BcgI	0.437162	0.157385	True	29	2872	0.164324	0.3992	0.5526
M27	1	BplI	1.10939	0.384346	True	13	325	0.366957	0.3992	0.5526
M27	1	BsaXI	0.508809	0.305302	True	26	970	-0.0357147	0.3992	0.5526
M27	1	BslFI	0.541951	0.141768	True	23	2300	0.335237	0.3992	0.5526
M27	1	Bsp24I	0.320456	0.196745	True	24	1524	-4.49002e-05	0.3992	0.5526
M27	1	CjeI	0.438483	0.114178	True	88	8797	0.0908825	0.3992	0.5526
M27	1	CjePI	0.377848	0.108938	True	77	7716	0.0917006	0.3992	0.5526
M27	1	CspCI			False	22	538		0.3992	0.5526
M27	1	FalI	0.334332	0.363469	True	25	687	-0.107941	0.3992	0.5526
M27	1	HaeIV	0.296692	0.144486	True	63	6335	0.0193991	0.3992	0.5526
M27	1	Hin4I	0.259179	0.11608	True	49	4930	0.061801	0.3992	0.5526
M27	1	PpiI	0.61886	0.315342	True	11	275	0.289639	0.3992	0.5526
M27	1	PsrI	0.14491	0.419109	True	15	369	-0.0764455	0.3992	0.5526
M27	2	AlfI	0.59025	0.0926265	True	25	1989	0.591551	0.3992	0.5526
M27	2	AloI	0.428928	0.243364	True	16	391	0.0663862	0.3992	0.5526
M27	2	BaeI	0.185901	0.148204	True	21	639	0.0542486	0.3992	0.5526
M27	2	BcgI	0.608547	0.0850144	True	29	2872	0.647946	0.3992	0.5526
M27	2	BplI	0.571126	0.312041	True	15	379	0.0960908	0.3992	0.5526
M27	2	BsaXI	0.120941	0.120305	True	23	856	-0.000679497	0.3992	0.5526
M27	2	BslFI	0.500874	0.104932	True	25	2501	0.397836	0.3992	0.5526
M27	2	Bsp24I	0.4961	0.131073	True	25	1587	0.313649	0.3992	0.5526
M27	2	CjeI	0.475002	0.0602543	True	85	8497	0.383093	0.3992	0.5526
M27	2	CjePI	0.291182	0.0583863	True	72	7216	0.187533	0.3992	0.5526
M27	2	CspCI	0.315262	0.24915	True	23	563	-0.02535	0.3992	0.5526
M27	2	FalI	0.620811	0.233123	True	25	687	0.255403	0.3992	0.5526
M27	2	HaeIV	0.467313	0.0779778	True	63	6335	0.339231	0.3992	0.5526
M27	2	Hin4I	0.485051	0.0675875	True	53	5330	0.466716	0.3992	0.5526
M27	2	PpiI	0.372135	0.226816	True	13	336	0.204297	0.3992	0.5526
M27	2	PsrI	0.569501	0.270167	True	17	419	0.199833	0.3992	0.5526
M27	5	AlfI	0.499455	0.0617334	True	24	1910	0.748495	0.3992	0.5526
M27	5	AloI	0.410938	0.1265	True	18	441	0.43762	0.3992	0.5526
M27	5	BaeI	0.478133	0.141455	True	25	759	0.347623	0.3992	0.5526
M27	5	BcgI	0.511767	0.0480058	True	29	2872	0.796079	0.3992	0.5526
M27	5	BplI	0.643174	0.121654	True	15	379	0.664907	0.3992	0.5526
M27	5	BsaXI	0.493448	0.0717339	True	26	970	0.68054	0.3992	0.5526
M27	5	BslFI	0.452084	0.0545868	True	25	2501	0.705236	0.3992	0.5526
M27	5	Bsp24I	0.524269	0.0553163	True	25	1587	0.776184	0.3992	0.5526
M27	5	CjeI	0.538068	0.0344581	True	89	8897	0.737772	0.3992	0.5526
M27	5	CjePI	0.455193	0.0332544	True	76	7616	0.707658	0.3992	0.5526
M27	5	CspCI	0.485724	0.114057	True	23	563	0.44268	0.3992	0.5526
M27	5	FalI	0.395919	0.120646	True	22	616	0.352154	0.3992	0.5526
M27	5	HaeIV	0.489115	0.0466367	True	65	6535	0.604613	0.3992	0.5526
M27	5	Hin4I	0.533492	0.0400632	True	54	5430	0.766467	0.3992	0.5526
M27	5	PpiI	0.276401	0.135901	True	13	336	0.246049	0.3992	0.5526
M27	5	PsrI	0.810075	0.125279	True	17	419	0.712649	0.3992	0.5526
M2	0.5	AlfI	1.29408	0.377869	True	25	1989	0.322855	1.51	1.6844
M2	0.5	AloI	0.501508	0.556586	True	14	341	-0.0212299	1.51	1.6844
M2	0.5	BaeI	1.36372	0.503613	True	19	579	0.260127	1.51	1.6844
M2	0.5	BcgI	0.736435	0.363311	True	25	2472	0.0566996	1.51	1.6844
M2	0.5	BplI	0.0238367	0.877922	True	12	304	-0.241772	1.51	1.6844
M2	0.5	BsaXI	1.24802	0.569727	True	23	856	-0.0975733	1.51	1.6844
M2	0.5	BslFI	1.041	0.348312	True	24	2401	0.0993412	1.51	1.6844
M2	0.5	Bsp24I	0.552891	0.569928	True	24	1524	-0.179095	1.51	1.6844
M2	0.5	CjeI	1.389	0.211535	True	85	8497	0.231854	1.51	1.6844
M2	0.5	CjePI	1.41445	0.205647	True	72	7216	0.439104	1.51	1.6844
M2	0.5	CspCI	1.21049	0.743599	True	20	488	-0.360014	1.51	1.6844
M2	0.5	FalI	0.681153	0.554078	True	20	560	-0.258916	1.51	1.6844
M2	0.5	HaeIV	0.773464	0.300817	True	59	5935	-0.0252476	1.51	1.6844
M2	0.5	Hin4I	1.10051	0.272164	True	48	4830	0.192842	1.51	1.6844
M2	0.5	PpiI	0.798593	0.366492	True	12	311	0.396444	1.51	1.6844
M2	0.5	PsrI	1.06012	0.424611	True	14	344	0.313661	1.51	1.6844
M2	10	AlfI	1.99416	0.179658	True	25	1989	0.759345	1.51	1.6844
M2	10	AloI	1.63115	0.235896	True	18	441	0.725594	1.51	1.6844
M2	10	BaeI	1.35374	0.28256	True	25	759	0.550031	1.51	1.6844
M2	10	BcgI	2.02763	0.16184	True	29	2872	0.77794	1.51	1.6844
M2	10	BplI	1.67755	0.272524	True	15	379	0.791202	1.51	1.6844
M2	10	BsaXI	1.59157	0.23317	True	26	970	0.617351	1.51	1.6844
M2	10	BslFI	1.70522	0.267703	True	25	2501	0.718903	1.51	1.6844
M2	10	Bsp24I	1.7959	0.270971	True	24	1524	0.765924	1.51	1.6844
M2	10	CjeI	2.00892	0.137472	True	89	8897	0.750278	1.51	1.6844
M2	10	CjePI	1.7948	0.151958	True	77	7716	0.686419	1.51	1.6844
M2	10	CspCI	1.91367	0.223502	True	24	588	0.706428	1.51	1.6844
M2	10	FalI	2.01589	0.37307	True	26	715	0.540275	1.51	1.6844
M2	10	HaeIV	2.1959	0.149184	True	66	6635	0.71698	1.51	1.6844
M2	10	Hin4I	2.02965	0.182239	True	54	5430	0.709365	1.51	1.6844
M2	10	PpiI	1.32503	0.256719	True	12	311	0.733769	1.51	1.6844
M2	10	PsrI	1.51754	0.273722	True	17	419	0.707919	1.51	1.6844
M2	1	AlfI	1.4104	0.206	True	23	1831	0.73842	1.51	1.6844
M2	1	AloI	0.589993	0.378598	True	15	366	-0.13457	1.51	1.6844
M2	1	BaeI	1.29008	0.288987	True	21	639	0.396731	1.51	1.6844
M2	1	BcgI	1.50902	0.190892	True	28	2772	0.71773	1.51	1.6844
M2	1	BplI	0.0804108	0.432678	True	11	279	-0.0426494	1.51	1.6844
M2	1	BsaXI	1.49493	0.306838	True	23	856	0.464559	1.51	1.6844
M2	1	BslFI	1.11323	0.228274	True	25	2501	0.434127	1.51	1.6844
M2	1	Bsp24I	1.42889	0.24794	True	24	1524	0.564757	1.51	1.6844
M2	1	CjeI	1.36529	0.121017	True	87	8697	0.552268	1.51	1.6844
M2	1	CjePI	1.68572	0.151412	True	75	7516	0.523141	1.51	1.6844
M2	1	CspCI	1.08407	0.394084	True	24	588	0.126606	1.51	1.6844
M2	1	FalI	1.35261	0.413558	True	23	631	0.0843094	1.51	1.6844
M2	1	HaeIV	1.31107	0.203016	True	64	6435	0.32856	1.51	1.6844
M2	1	Hin4I	1.5009	0.173819	True	52	5230	0.556707	1.51	1.6844
M2	1	PpiI	0.466241	0.489997	True	13	336	-0.136943	1.51	1.6844
M2	1	PsrI	1.40282	0.342682	True	17	419	0.264203	1.51	1.6844
M2	2	AlfI	1.54931	0.161539	True	24	1910	0.732173	1.51	1.6844
M2	2	AloI	1.46622	0.289287	True	18	441	0.561985	1.51	1.6844
M2	2	BaeI	1.30432	0.251651	True	24	729	0.380139	1.51	1.6844
M2	2	BcgI	1.57599	0.122609	True	29	2872	0.816992	1.51	1.6844
M2	2	BplI	1.0426	0.232168	True	13	329	0.603885	1.51	1.6844
M2	2	BsaXI	1.27578	0.212571	True	26	970	0.541819	1.51	1.6844
M2	2	BslFI	1.25104	0.194101	True	25	2501	0.530248	1.51	1.6844
M2	2	Bsp24I	1.55914	0.162004	True	25	1587	0.793715	1.51	1.6844
M2	2	CjeI	1.61711	0.0841172	True	87	8697	0.800389	1.51	1.6844
M2	2	CjePI	1.73522	0.100931	True	75	7516	0.809478	1.51	1.6844
M2	2	CspCI	1.3139	0.279871	True	24	588	0.448794	1.51	1.6844
M2	2	FalI	1.20713	0.318518	True	25	687	0.0412159	1.51	1.6844
M2	2	HaeIV	1.77465	0.133377	True	64	6435	0.615835	1.51	1.6844
M2	2	Hin4I	1.58211	0.120889	True	52	5230	0.671452	1.51	1.6844
M2	2	PpiI	0.906489	0.243194	True	13	336	0.563011	1.51	1.6844
M2	2	PsrI	0.668561	0.257021	True	13	319	0.230117	1.51	1.6844
M2	5	AlfI	1.34353	0.173289	True	25	1989	0.618012	1.51	1.6844
M2	5	AloI	1.32688	0.196482	True	18	441	0.689743	1.51	1.6844
M2	5	BaeI	1.37871	0.208538	True	25	759	0.543328	1.51	1.6844
M2	5	BcgI	1.64254	0.148305	True	29	2872	0.819462	1.51	1.6844
M2	5	BplI	1.65933	0.299537	True	15	379	0.762103	1.51	1.6844
M2	5	BsaXI	1.56156	0.213313	True	26	970	0.737781	1.51	1.6844
M2	5	BslFI	1.88785	0.17062	True	25	2501	0.789479	1.51	1.6844
M2	5	Bsp24I	2.10333	0.17737	True	25	1587	0.862148	1.51	1.6844
M2	5	CjeI	1.79227	0.0991282	True	89	8897	0.772897	1.51	1.6844
M2	5	CjePI	1.62257	0.146804	True	77	7716	0.629872	1.51	1.6844
M2	5	CspCI	1.99516	0.227237	True	24	588	0.683007	1.51	1.6844
M2	5	FalI	1.51406	0.170724	True	25	687	0.765971	1.51	1.6844
M2	5	HaeIV	1.8012	0.152047	True	65	6535	0.573917	1.51	1.6844
M2	5	Hin4I	1.90935	0.142821	True	54	5430	0.791147	1.51	1.6844
M2	5	PpiI	1.44306	0.269398	True	13	336	0.599847	1.51	1.6844
M2	5	PsrI	1.62064	0.263353	True	17	419	0.681499	1.51	1.6844
M3	0.5	AlfI	0.881375	0.435356	True	24	1910	0.0974207	1.438	1.463
M3	0.5	AloI	0.76876	0.661457	True	13	316	-0.0472004	1.438	1.463
M3	0.5	BaeI	0.216674	0.553604	True	20	609	-0.222958	1.438	1.463
M3	0.5	BcgI	1.29869	0.301548	True	27	2672	0.329524	1.438	1.463
M3	0.5	BplI	0.283315	0.692109	True	12	304	-0.186799	1.438	1.463
M3	0.5	BsaXI	0.804611	0.476782	True	23	856	0.0209742	1.438	1.463
M3	0.5	BslFI	1.06134	0.353646	True	24	2401	0.209831	1.438	1.463
M3	0.5	Bsp24I	1.22911	0.334353	True	24	1524	0.1514	1.438	1.463
M3	0.5	CjeI	1.26744	0.210005	True	83	8297	0.259567	1.438	1.463
M3	0.5	CjePI	1.1281	0.243535	True	73	7316	0.0849302	1.438	1.463
M3	0.5	CspCI	0.576655	0.798122	True	10	238	0.00538394	1.438	1.463
M3	0.5	FalI	0.343852	0.447761	True	20	560	-0.095111	1.438	1.463
M3	0.5	HaeIV	0.814537	0.278439	True	59	5935	-0.0147435	1.438	1.463
M3	0.5	Hin4I	1.15508	0.22262	True	53	5330	0.381557	1.438	1.463
M3	0.5	PpiI	0.199738	0.950315	True	12	311	-0.264426	1.438	1.463
M3	0.5	PsrI	0.472484	1.14222	True	13	319	-0.259948	1.438	1.463
M3	10	AlfI	1.41232	0.0307224	True	25	1989	0.986561	1.438	1.463
M3	10	AloI	1.39791	0.102188	True	18	441	0.921598	1.438	1.463
M3	10	BaeI	1.57018	0.0660241	True	25	759	0.962148	1.438	1.463
M3	10	BcgI	1.51085	0.0352865	True	29	2872	0.985808	1.438	1.463
M3	10	BplI	1.31559	0.104778	True	15	379	0.930884	1.438	1.463
M3	10	BsaXI	1.48022	0.0565444	True	26	970	0.966003	1.438	1.463
M3	10	BslFI	1.47871	0.051286	True	25	2501	0.971809	1.438	1.463
M3	10	Bsp24I	1.49031	0.0432686	True	25	1587	0.978946	1.438	1.463
M3	10	CjeI	1.4926	0.0219552	True	89	8897	0.981442	1.438	1.463
M3	10	CjePI	1.52391	0.0213036	True	77	7716	0.987344	1.438	1.463
M3	10	CspCI	1.68496	0.077358	True	24	588	0.954415	1.438	1.463
M3	10	FalI	1.54049	0.0842981	True	26	715	0.92911	1.438	1.463
M3	10	HaeIV	1.56504	0.0418225	True	66	6635	0.967755	1.438	1.463
M3	10	Hin4I	1.61728	0.0384659	True	54	5430	0.980063	1.438	1.463
M3	10	PpiI	1.417	0.101172	True	13	336	0.939797	1.438	1.463
M3	10	PsrI	1.52626	0.112159	True	17	419	0.933063	1.438	1.463
M3	1	AlfI	1.25555	0.17952	True	25	1989	0.663355	1.438	1.463
M3	1	AloI	1.55595	0.400914	True	17	416	0.53937	1.438	1.463
M3	1	BaeI	1.62507	0.389985	True	25	759	0.370172	1.438	1.463
M3	1	BcgI	1.44119	0.223584	True	29	2872	0.581225	1.438	1.463
M3	1	BplI	1.24205	0.461869	True	15	379	0.0671868	1.438	1.463
M3	1	BsaXI	1.1478	0.359567	True	25	932	0.26849	1.438	1.463
M3	1	BslFI	1.15726	0.155938	True	23	2301	0.736162	1.438	1.463
M3	1	Bsp24I	0.866417	0.246698	True	25	1587	0.305782	1.438	1.463
M3	1	CjeI	1.44974	0.131843	True	89	8897	0.619127	1.438	1.463
M3	1	CjePI	1.23185	0.124398	True	74	7416	0.616405	1.438	1.463
M3	1	CspCI	1.86088	0.406934	True	21	513	0.373058	1.438	1.463
M3	1	FalI	0.909715	0.26574	True	23	631	0.276078	1.438	1.463
M3	1	HaeIV	1.15739	0.147561	True	62	6235	0.490452	1.438	1.463
M3	1	Hin4I	1.24471	0.128178	True	53	5330	0.659202	1.438	1.463
M3	1	PpiI	0.644205	0.389316	True	12	311	0.119669	1.438	1.463
M3	1	PsrI	0.690901	0.530254	True	15	369	0.198576	1.438	1.463
M3	2	AlfI	1.50293	0.154054	True	25	1989	0.731759	1.438	1.463
M3	2	AloI	1.14326	0.220011	True	17	416	0.668209	1.438	1.463
M3	2	BaeI	1.79456	0.271916	True	25	759	0.575306	1.438	1.463
M3	2	BcgI	1.5304	0.0917219	True	29	2872	0.89419	1.438	1.463
M3	2	BplI	1.53259	0.248424	True	15	379	0.699005	1.438	1.463
M3	2	BsaXI	1.35925	0.200794	True	25	932	0.668712	1.438	1.463
M3	2	BslFI	1.29893	0.0910849	True	25	2501	0.897766	1.438	1.463
M3	2	Bsp24I	1.397	0.130942	True	25	1587	0.816094	1.438	1.463
M3	2	CjeI	1.44397	0.0580308	True	87	8697	0.87654	1.438	1.463
M3	2	CjePI	1.46906	0.0798855	True	76	7616	0.743562	1.438	1.463
M3	2	CspCI	1.77255	0.226677	True	24	588	0.751314	1.438	1.463
M3	2	FalI	1.16398	0.19467	True	23	631	0.623408	1.438	1.463
M3	2	HaeIV	1.60108	0.131349	True	65	6535	0.812951	1.438	1.463
M3	2	Hin4I	1.39971	0.0738825	True	53	5330	0.877831	1.438	1.463
M3	2	PpiI	1.28027	0.302276	True	12	311	0.677412	1.438	1.463
M3	2	PsrI	1.19207	0.22023	True	17	419	0.712978	1.438	1.463
M3	5	AlfI	1.37868	0.0558702	True	25	1989	0.966358	1.438	1.463
M3	5	AloI	1.44413	0.178007	True	18	441	0.82798	1.438	1.463
M3	5	BaeI	1.59851	0.103719	True	25	759	0.926793	1.438	1.463
M3	5	BcgI	1.55261	0.0653846	True	29	2872	0.952389	1.438	1.463
M3	5	BplI	1.30482	0.115453	True	15	379	0.897629	1.438	1.463
M3	5	BsaXI	1.52529	0.101907	True	26	970	0.897688	1.438	1.463
M3	5	BslFI	1.43419	0.0726439	True	25	2501	0.943456	1.438	1.463
M3	5	Bsp24I	1.46776	0.0791648	True	25	1587	0.933189	1.438	1.463
M3	5	CjeI	1.51027	0.0324545	True	89	8897	0.95806	1.438	1.463
M3	5	CjePI	1.57833	0.0345077	True	77	7716	0.965932	1.438	1.463
M3	5	CspCI	1.72318	0.112234	True	24	588	0.894171	1.438	1.463
M3	5	FalI	1.60102	0.121626	True	26	715	0.892892	1.438	1.463
M3	5	HaeIV	1.67893	0.069205	True	66	6635	0.932988	1.438	1.463
M3	5	Hin4I	1.69868	0.0535104	True	54	5430	0.969723	1.438	1.463
M3	5	PpiI	1.229	0.150439	True	12	311	0.86595	1.438	1.463
M3	5	PsrI	1.49703	0.138985	True	17	419	0.895978	1.438	1.463
M4	0.5	AlfI	0.983824	0.506862	True	24	1910	0.0643828	1.3718	1.5315
M4	0.5	AloI	0.375117	0.717886	True	14	341	-0.0759936	1.3718	1.5315
M4	0.5	BaeI	0.287164	0.569468	True	19	579	-0.199004	1.3718	1.5315
M4	0.5	BcgI	1.12321	0.322339	True	27	2672	0.186738	1.3718	1.5315
M4	0.5	BplI	0.878169	1.70289	True	8	204	-0.345051	1.3718	1.5315
M4	0.5	BsaXI	0.772739	0.539764	True	25	932	-0.257474	1.3718	1.5315
M4	0.5	BslFI	1.21977	0.405502	True	25	2501	0.155522	1.3718	1.5315
M4	0.5	Bsp24I	0.952659	0.3916	True	22	1398	0.166849	1.3718	1.5315
M4	0.5	CjeI	1.07013	0.199834	True	79	7897	0.218085	1.3718	1.5315
M4	0.5	CjePI	1.2467	0.223993	True	75	7516	0.175702	1.3718	1.5315
M4	0.5	CspCI	0.206736	0.641879	True	17	425	-0.167045	1.3718	1.5315
M4	0.5	FalI	1.75702	0.425265	True	21	588	0.242379	1.3718	1.5315
M4	0.5	HaeIV	1.05577	0.360372	True	53	5335	-0.231687	1.3718	1.5315
M4	0.5	Hin4I	1.08655	0.28674	True	51	5100	0.0861316	1.3718	1.5315
M4	0.5	PpiI			False	11	286		1.3718	1.5315
M4	0.5	PsrI	1.18693	0.57702	True	13	319	0.131442	1.3718	1.5315
M4	10	AlfI	1.5854	0.118057	True	25	1989	0.893119	1.3718	1.5315
M4	10	AloI	1.4969	0.0992584	True	18	441	0.935836	1.3718	1.5315
M4	10	BaeI	1.42506	0.295627	True	25	759	0.551903	1.3718	1.5315
M4	10	BcgI	1.5645	0.129526	True	29	2872	0.851259	1.3718	1.5315
M4	10	BplI	1.56194	0.226824	True	15	379	0.788931	1.3718	1.5315
M4	10	BsaXI	1.6153	0.221291	True	26	970	0.711307	1.3718	1.5315
M4	10	BslFI	1.37337	0.200656	True	25	2501	0.707304	1.3718	1.5315
M4	10	Bsp24I	1.32507	0.198869	True	25	1587	0.748922	1.3718	1.5315
M4	10	CjeI	1.52479	0.0916053	True	89	8897	0.79992	1.3718	1.5315
M4	10	CjePI	1.76621	0.109049	True	77	7716	0.813659	1.3718	1.5315
M4	10	CspCI	1.51223	0.179565	True	24	588	0.77719	1.3718	1.5315
M4	10	FalI	1.46163	0.202957	True	25	687	0.729543	1.3718	1.5315
M4	10	HaeIV	1.63939	0.150561	True	65	6535	0.666086	1.3718	1.5315
M4	10	Hin4I	1.56712	0.164538	True	54	5430	0.661912	1.3718	1.5315
M4	10	PpiI	1.18584	0.286777	True	12	311	0.629352	1.3718	1.5315
M4	10	PsrI	1.46856	0.224367	True	17	419	0.798743	1.3718	1.5315
M4	1	AlfI	1.5042	0.292389	True	25	1989	0.589776	1.3718	1.5315
M4	1	AloI			False	16	391		1.3718	1.5315
M4	1	BaeI	0.81999	0.339344	True	22	669	0.0826828	1.3718	1.5315
M4	1	BcgI	1.3771	0.147677	True	28	2772	0.699768	1.3718	1.5315
M4	1	BplI	1.17292	0.491457	True	14	354	0.349982	1.3718	1.5315
M4	1	BsaXI	1.41725	0.30734	True	22	818	0.461185	1.3718	1.5315
M4	1	BslFI	1.20258	0.235533	True	25	2501	0.535413	1.3718	1.5315
M4	1	Bsp24I	1.53987	0.255375	True	24	1524	0.540805	1.3718	1.5315
M4	1	CjeI	1.43692	0.103091	True	85	8497	0.692702	1.3718	1.5315
M4	1	CjePI	1.43071	0.138509	True	72	7216	0.593054	1.3718	1.5315
M4	1	CspCI	0.814528	0.423558	True	23	575	0.0450846	1.3718	1.5315
M4	1	FalI	0.125766	0.474755	True	21	575	-0.148393	1.3718	1.5315
M4	1	HaeIV	1.35279	0.175972	True	61	6135	0.423032	1.3718	1.5315
M4	1	Hin4I	1.32897	0.146653	True	52	5230	0.573509	1.3718	1.5315
M4	1	PpiI	1.11368	0.494088	True	13	336	0.312215	1.3718	1.5315
M4	1	PsrI	1.72289	0.494802	True	16	394	-0.00283872	1.3718	1.5315
