genome	gc	mode	ptr	rep	depth	log2ptr	note	out
g07_Bacillus_atrophaeus	43.4800	E_s156	2.0000	2	2.0000	2.0087	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g07_Bacillus_atrophaeus/E_s156__g07_Bacillus_atrophaeus__ptr2.0__r2__2.0x
g07_Bacillus_atrophaeus	43.4800	E_s156	2.0000	2	5.0000	2.0110	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g07_Bacillus_atrophaeus/E_s156__g07_Bacillus_atrophaeus__ptr2.0__r2__5.0x
g08_Escherichia_coli	50.8000	A_k16	0.5000	1	0.5000	0.3239	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr0.5__r1__0.5x
g08_Escherichia_coli	50.8000	A_k16	0.5000	1	1.0000	0.5262	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr0.5__r1__1.0x
g08_Escherichia_coli	50.8000	A_k16	0.5000	1	2.0000	0.4238	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr0.5__r1__2.0x
g08_Escherichia_coli	50.8000	A_k16	0.5000	1	5.0000	0.4936	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr0.5__r1__5.0x
g08_Escherichia_coli	50.8000	A_k16	0.5000	2	0.5000	0.3742	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr0.5__r2__0.5x
g08_Escherichia_coli	50.8000	A_k16	0.5000	2	1.0000	0.2594	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr0.5__r2__1.0x
g08_Escherichia_coli	50.8000	A_k16	0.5000	2	2.0000	0.4736	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr0.5__r2__2.0x
g08_Escherichia_coli	50.8000	A_k16	0.5000	2	5.0000	0.4766	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr0.5__r2__5.0x
g08_Escherichia_coli	50.8000	A_k16	1.0000	1	0.5000	0.7505	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.0__r1__0.5x
g08_Escherichia_coli	50.8000	A_k16	1.0000	1	1.0000	0.9085	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.0__r1__1.0x
g08_Escherichia_coli	50.8000	A_k16	1.0000	1	2.0000	0.9338	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.0__r1__2.0x
g08_Escherichia_coli	50.8000	A_k16	1.0000	1	5.0000	0.9857	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.0__r1__5.0x
g08_Escherichia_coli	50.8000	A_k16	1.0000	2	0.5000	0.7983	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.0__r2__0.5x
g08_Escherichia_coli	50.8000	A_k16	1.0000	2	1.0000	0.8864	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.0__r2__1.0x
g08_Escherichia_coli	50.8000	A_k16	1.0000	2	2.0000	0.9450	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.0__r2__2.0x
g08_Escherichia_coli	50.8000	A_k16	1.0000	2	5.0000	1.0297	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.0__r2__5.0x
g08_Escherichia_coli	50.8000	A_k16	1.5000	1	0.5000	1.1493	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.5__r1__0.5x
g08_Escherichia_coli	50.8000	A_k16	1.5000	1	1.0000	1.3896	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.5__r1__1.0x
g08_Escherichia_coli	50.8000	A_k16	1.5000	1	2.0000	1.4952	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.5__r1__2.0x
g08_Escherichia_coli	50.8000	A_k16	1.5000	1	5.0000	1.4581	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.5__r1__5.0x
g08_Escherichia_coli	50.8000	A_k16	1.5000	2	0.5000	1.2408	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.5__r2__0.5x
g08_Escherichia_coli	50.8000	A_k16	1.5000	2	1.0000	1.2906	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.5__r2__1.0x
g08_Escherichia_coli	50.8000	A_k16	1.5000	2	2.0000	1.4979	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.5__r2__2.0x
g08_Escherichia_coli	50.8000	A_k16	1.5000	2	5.0000	1.5057	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr1.5__r2__5.0x
g08_Escherichia_coli	50.8000	A_k16	2.0000	1	0.5000	1.4568	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr2.0__r1__0.5x
g08_Escherichia_coli	50.8000	A_k16	2.0000	1	1.0000	1.8594	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr2.0__r1__1.0x
g08_Escherichia_coli	50.8000	A_k16	2.0000	1	2.0000	1.9610	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr2.0__r1__2.0x
g08_Escherichia_coli	50.8000	A_k16	2.0000	1	5.0000	2.0210	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr2.0__r1__5.0x
g08_Escherichia_coli	50.8000	A_k16	2.0000	2	0.5000	1.3418	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr2.0__r2__0.5x
g08_Escherichia_coli	50.8000	A_k16	2.0000	2	1.0000	1.7051	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr2.0__r2__1.0x
g08_Escherichia_coli	50.8000	A_k16	2.0000	2	2.0000	1.9462	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr2.0__r2__2.0x
g08_Escherichia_coli	50.8000	A_k16	2.0000	2	5.0000	1.9955	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k16__g08_Escherichia_coli__ptr2.0__r2__5.0x
g08_Escherichia_coli	50.8000	A_k2	0.5000	1	0.5000	0.1849	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr0.5__r1__0.5x
g08_Escherichia_coli	50.8000	A_k2	0.5000	1	1.0000	0.5247	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr0.5__r1__1.0x
g08_Escherichia_coli	50.8000	A_k2	0.5000	1	2.0000	0.4452	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr0.5__r1__2.0x
g08_Escherichia_coli	50.8000	A_k2	0.5000	1	5.0000	0.5153	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr0.5__r1__5.0x
g08_Escherichia_coli	50.8000	A_k2	0.5000	2	0.5000	0.4427	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr0.5__r2__0.5x
g08_Escherichia_coli	50.8000	A_k2	0.5000	2	1.0000	0.4258	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr0.5__r2__1.0x
g08_Escherichia_coli	50.8000	A_k2	0.5000	2	2.0000	0.5285	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr0.5__r2__2.0x
g08_Escherichia_coli	50.8000	A_k2	0.5000	2	5.0000	0.4980	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr0.5__r2__5.0x
g08_Escherichia_coli	50.8000	A_k2	1.0000	1	0.5000	0.4086	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.0__r1__0.5x
g08_Escherichia_coli	50.8000	A_k2	1.0000	1	1.0000	1.0188	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.0__r1__1.0x
g08_Escherichia_coli	50.8000	A_k2	1.0000	1	2.0000	0.9737	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.0__r1__2.0x
g08_Escherichia_coli	50.8000	A_k2	1.0000	1	5.0000	0.9959	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.0__r1__5.0x
g08_Escherichia_coli	50.8000	A_k2	1.0000	2	0.5000	0.7775	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.0__r2__0.5x
g08_Escherichia_coli	50.8000	A_k2	1.0000	2	1.0000	0.8761	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.0__r2__1.0x
g08_Escherichia_coli	50.8000	A_k2	1.0000	2	2.0000	0.9861	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.0__r2__2.0x
g08_Escherichia_coli	50.8000	A_k2	1.0000	2	5.0000	1.0434	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.0__r2__5.0x
g08_Escherichia_coli	50.8000	A_k2	1.5000	1	0.5000	1.3250	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.5__r1__0.5x
g08_Escherichia_coli	50.8000	A_k2	1.5000	1	1.0000	1.4448	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.5__r1__1.0x
g08_Escherichia_coli	50.8000	A_k2	1.5000	1	2.0000	1.6340	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.5__r1__2.0x
g08_Escherichia_coli	50.8000	A_k2	1.5000	1	5.0000	1.4405	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.5__r1__5.0x
g08_Escherichia_coli	50.8000	A_k2	1.5000	2	0.5000	1.1485	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.5__r2__0.5x
g08_Escherichia_coli	50.8000	A_k2	1.5000	2	1.0000	1.3878	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.5__r2__1.0x
g08_Escherichia_coli	50.8000	A_k2	1.5000	2	2.0000	1.5511	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.5__r2__2.0x
g08_Escherichia_coli	50.8000	A_k2	1.5000	2	5.0000	1.5199	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr1.5__r2__5.0x
g08_Escherichia_coli	50.8000	A_k2	2.0000	1	0.5000	1.4778	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr2.0__r1__0.5x
g08_Escherichia_coli	50.8000	A_k2	2.0000	1	1.0000	1.9016	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr2.0__r1__1.0x
g08_Escherichia_coli	50.8000	A_k2	2.0000	1	2.0000	1.9744	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr2.0__r1__2.0x
g08_Escherichia_coli	50.8000	A_k2	2.0000	1	5.0000	2.0269	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr2.0__r1__5.0x
g08_Escherichia_coli	50.8000	A_k2	2.0000	2	0.5000	1.6248	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr2.0__r2__0.5x
g08_Escherichia_coli	50.8000	A_k2	2.0000	2	1.0000	1.8337	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr2.0__r2__1.0x
g08_Escherichia_coli	50.8000	A_k2	2.0000	2	2.0000	2.0508	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr2.0__r2__2.0x
g08_Escherichia_coli	50.8000	A_k2	2.0000	2	5.0000	1.9958	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k2__g08_Escherichia_coli__ptr2.0__r2__5.0x
g08_Escherichia_coli	50.8000	A_k4	0.5000	1	0.5000	0.2598	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr0.5__r1__0.5x
g08_Escherichia_coli	50.8000	A_k4	0.5000	1	1.0000	0.5458	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr0.5__r1__1.0x
g08_Escherichia_coli	50.8000	A_k4	0.5000	1	2.0000	0.4268	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr0.5__r1__2.0x
g08_Escherichia_coli	50.8000	A_k4	0.5000	1	5.0000	0.5111	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr0.5__r1__5.0x
g08_Escherichia_coli	50.8000	A_k4	0.5000	2	0.5000	0.2558	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr0.5__r2__0.5x
g08_Escherichia_coli	50.8000	A_k4	0.5000	2	1.0000	0.2956	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr0.5__r2__1.0x
g08_Escherichia_coli	50.8000	A_k4	0.5000	2	2.0000	0.5191	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr0.5__r2__2.0x
g08_Escherichia_coli	50.8000	A_k4	0.5000	2	5.0000	0.4736	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr0.5__r2__5.0x
g08_Escherichia_coli	50.8000	A_k4	1.0000	1	0.5000	0.6669	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.0__r1__0.5x
g08_Escherichia_coli	50.8000	A_k4	1.0000	1	1.0000	1.0309	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.0__r1__1.0x
g08_Escherichia_coli	50.8000	A_k4	1.0000	1	2.0000	0.9873	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.0__r1__2.0x
g08_Escherichia_coli	50.8000	A_k4	1.0000	1	5.0000	0.9947	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.0__r1__5.0x
g08_Escherichia_coli	50.8000	A_k4	1.0000	2	0.5000	0.8379	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.0__r2__0.5x
g08_Escherichia_coli	50.8000	A_k4	1.0000	2	1.0000	0.9050	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.0__r2__1.0x
g08_Escherichia_coli	50.8000	A_k4	1.0000	2	2.0000	0.9774	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.0__r2__2.0x
g08_Escherichia_coli	50.8000	A_k4	1.0000	2	5.0000	1.0319	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.0__r2__5.0x
g08_Escherichia_coli	50.8000	A_k4	1.5000	1	0.5000	1.2856	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.5__r1__0.5x
g08_Escherichia_coli	50.8000	A_k4	1.5000	1	1.0000	1.4145	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.5__r1__1.0x
g08_Escherichia_coli	50.8000	A_k4	1.5000	1	2.0000	1.5768	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.5__r1__2.0x
g08_Escherichia_coli	50.8000	A_k4	1.5000	1	5.0000	1.4511	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.5__r1__5.0x
g08_Escherichia_coli	50.8000	A_k4	1.5000	2	0.5000	1.4383	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.5__r2__0.5x
g08_Escherichia_coli	50.8000	A_k4	1.5000	2	1.0000	1.3606	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.5__r2__1.0x
g08_Escherichia_coli	50.8000	A_k4	1.5000	2	2.0000	1.5177	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.5__r2__2.0x
g08_Escherichia_coli	50.8000	A_k4	1.5000	2	5.0000	1.5102	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr1.5__r2__5.0x
g08_Escherichia_coli	50.8000	A_k4	2.0000	1	0.5000	1.6104	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr2.0__r1__0.5x
g08_Escherichia_coli	50.8000	A_k4	2.0000	1	1.0000	1.8616	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr2.0__r1__1.0x
g08_Escherichia_coli	50.8000	A_k4	2.0000	1	2.0000	1.9630	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr2.0__r1__2.0x
g08_Escherichia_coli	50.8000	A_k4	2.0000	1	5.0000	2.0246	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr2.0__r1__5.0x
g08_Escherichia_coli	50.8000	A_k4	2.0000	2	0.5000	1.5383	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr2.0__r2__0.5x
g08_Escherichia_coli	50.8000	A_k4	2.0000	2	1.0000	1.7677	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr2.0__r2__1.0x
g08_Escherichia_coli	50.8000	A_k4	2.0000	2	2.0000	2.0474	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr2.0__r2__2.0x
g08_Escherichia_coli	50.8000	A_k4	2.0000	2	5.0000	1.9926	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k4__g08_Escherichia_coli__ptr2.0__r2__5.0x
g08_Escherichia_coli	50.8000	A_k8	0.5000	1	0.5000	0.3092	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr0.5__r1__0.5x
g08_Escherichia_coli	50.8000	A_k8	0.5000	1	1.0000	0.5956	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr0.5__r1__1.0x
g08_Escherichia_coli	50.8000	A_k8	0.5000	1	2.0000	0.4173	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr0.5__r1__2.0x
g08_Escherichia_coli	50.8000	A_k8	0.5000	1	5.0000	0.4917	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr0.5__r1__5.0x
g08_Escherichia_coli	50.8000	A_k8	0.5000	2	0.5000	0.2556	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr0.5__r2__0.5x
g08_Escherichia_coli	50.8000	A_k8	0.5000	2	1.0000	0.2577	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr0.5__r2__1.0x
g08_Escherichia_coli	50.8000	A_k8	0.5000	2	2.0000	0.5042	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr0.5__r2__2.0x
g08_Escherichia_coli	50.8000	A_k8	0.5000	2	5.0000	0.4695	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr0.5__r2__5.0x
g08_Escherichia_coli	50.8000	A_k8	1.0000	1	0.5000	0.6815	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr1.0__r1__0.5x
g08_Escherichia_coli	50.8000	A_k8	1.0000	1	1.0000	0.9741	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr1.0__r1__1.0x
g08_Escherichia_coli	50.8000	A_k8	1.0000	1	2.0000	0.9482	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr1.0__r1__2.0x
g08_Escherichia_coli	50.8000	A_k8	1.0000	1	5.0000	0.9889	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr1.0__r1__5.0x
g08_Escherichia_coli	50.8000	A_k8	1.0000	2	0.5000	0.7845	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr1.0__r2__0.5x
g08_Escherichia_coli	50.8000	A_k8	1.0000	2	1.0000	0.9387	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr1.0__r2__1.0x
g08_Escherichia_coli	50.8000	A_k8	1.0000	2	2.0000	0.9856	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr1.0__r2__2.0x
g08_Escherichia_coli	50.8000	A_k8	1.0000	2	5.0000	1.0225	ok	/lustre1/g/aos_shihuang/sk2bgrow-hpc/bench/F2/out/g08_Escherichia_coli/A_k8__g08_Escherichia_coli__ptr1.0__r2__5.0x
