sample-id	S_8123220	S_0313206	S_8123213	S_1411224	S_1313229	S_8123225	S_1413229	S_8123218	S_8221232	S_1413216	S_1413230	S_0313216	S_8221227	S_1211212	S_1313218	S_1313221	S_1313202	S_8123214	S_8123227	S_0313222	S_1213209	S_0313218	S_8221222	S_1213218	S_1211209	S_1213211	S_1313223	S_1413233	S_1413221	S_8221213	S_8222219	S_8123226	S_1413231	S_1311202	S_8123202	S_0313207	S_8221231	S_1212203
s__Arachnia_propionica	504139	74018	223866	1087319	765056	738137	342027	166549	221747	453648	646782	300647	411325	227150	315207	546484	96925	574299	263584	256183	143937	137025	203579	424050	1861093	61065	172646	74009	298156	183215	765814	297997	547123	62852	134689	186867	445880	325074
s__Arachnia_propionica_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10249	0	0	0	0	0	0	0	0	0	0	9752	0	0	0	0	0	0	0	0	7016
s__Arachnia_propionica_C	0	0	0	11443	0	0	6102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Arachnia_sp003932855	0	0	0	0	0	0	0	0	30437	0	0	0	5535	21150	6122	0	4671	0	0	0	0	0	0	0	0	0	0	0	3628	0	0	7487	0	0	0	0	0	0
s__Arachnia_sp013333735	1603378	10202	4274	1745094	3256040	1076789	89675	15332	689599	12716	647310	2230320	66677	2253358	519148	284360	48613	5255360	8148	3916452	156097	122713	216490	461541	968822	803079	497188	1334218	86096	3790093	42854	455510	10121	1426808	421092	1375708	726013	2001094
s__Arachnia_sp013333945	1959265	1260264	312788	2535055	785763	2279936	2394449	432400	1834905	770643	279858	635163	272633	701085	600567	546431	645640	2840121	411651	119278	59325	186261	745313	1110989	1429850	268129	281712	22403	1771895	120528	715416	319747	267344	197504	189721	459584	385932	4908164
s__Arachnia_sp900607225	95465	15104	16417	153600	98360	132266	94685	12025	30337	29336	20308	43276	39906	39394	51202	46613	23206	51746	11525	42609	0	3101	28250	0	36600	12413	15904	12802	62642	8160	68587	22420	83173	4304	9350	21037	9565	30028
s__Cutibacterium_acnes	0	10102	54255	19975	39524	66325	24448	52611	35543	18523	46518	51609	18750	40396	57114	116477	45812	176046	13429	91120	279135	72234	41018	17829	11832	70475	3451	91011	52319	12615	96523	29827	13428	19316	36140	120223	17328	0
s__Cutibacterium_avidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Cutibacterium_granulosum	0	0	0	0	0	0	0	0	0	0	0	3635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Propionibacterium_acidifaciens	482393	0	207760	1820671	0	0	32263	519873	519013	0	722804	934622	27573	8350	22445	863647	0	0	1618953	0	0	0	0	2155869	291058	0	2721	0	6856	279718	0	43739	1129785	530745	3794	2885	0	0
s__Propionibacterium_australiense	0	0	0	18369	0	0	0	0	0	0	0	5944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Propionibacterium_sp900289195	0	0	0	25296	0	0	0	0	0	0	0	16467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lancefieldella_parvula	40069	65716	386025	270330	78948	0	92981	348629	108585	175030	315366	620120	82418	165279	71242	341912	1007869	42602	405293	79217	73131	56627	42727	70717	168850	134327	126896	27403	106728	151248	335107	215326	79465	58048	63970	20436	27444	52248
s__Lancefieldella_rimae	48584	10302	713524	487806	51631	310529	280823	206049	97318	905977	14806	1196064	15441	258851	26052	1206754	725662	141757	230825	0	0	45621	343257	342508	100709	152986	30008	32204	104633	96516	0	139918	192056	39733	89098	43776	0	653798
s__Lancefieldella_sp000411555	0	0	6627	0	0	0	0	0	0	0	0	14157	0	0	0	0	0	0	0	0	0	0	9923	0	0	0	0	0	0	0	55571	0	0	0	0	0	0	18917
s__Lancefieldella_sp000564995	3799717	1119880	7994713	567591	5110772	1498724	286089	10626607	1854700	890754	9443105	138621	2503446	5382053	2496660	647267	53950871	1665735	6949857	2320996	3632373	2126589	1140159	3072704	67685	1528005	5721783	3136529	3069284	3092414	2079401	6084837	1574917	2568009	3001465	1394168	3306747	438966
s__Lancefieldella_sp900555335	725607	269183	901052	129672	645391	0	73243	1881010	472538	132777	1830136	0	693651	1549019	461393	242884	8159335	346396	1545354	701853	527637	453551	258158	336030	0	0	1283624	703397	512801	595393	1195770	775174	159780	828260	565934	240130	511244	104611
s__Lancefieldella_sp902373375	147703	65916	788155	40051	129603	0	0	142175	55668	26633	569105	26708	92244	308977	96994	93125	2321053	107849	535139	37808	160076	192765	45341	133037	0	0	240439	82410	104679	378306	0	339301	219538	66355	99109	69621	144078	0
s__Olegusella_sp002407925	0	2881	0	0	0	0	0	0	0	0	0	0	0	5022	0	0	7142	0	0	0	7633	0	0	0	0	10411	5581	0	0	0	0	0	0	0	0	0	0	0
s__Olsenella_profusa	10117	0	16717	84820	0	0	0	0	29536	0	64225	243857	0	0	0	64155	0	0	0	0	0	0	0	279868	18551	0	0	0	0	63477	0	0	11825	0	2192	0	0	0
s__Olsenella_sp001189515	30853	0	14615	9917	25015	0	67131	24552	13116	125235	24109	83639	6277	51923	8297	43204	36810	58980	59528	0	0	9084	395982	55792	21960	0	19505	7181	49813	82399	6628	17416	55114	7136	8169	0	3616	39436
s__Olsenella_uli	0	0	0	0	33520	172662	14729	30063	2723	0	0	97194	0	18544	0	0	0	0	319712	0	0	2621	0	9285	0	0	44111	0	3047	2133	0	0	4539	0	0	0	0	0
s__Olsenella_B_sp900605015	0	0	0	0	0	0	0	0	0	0	0	16768	0	0	0	0	0	0	3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__UBA1367_sp002305995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10618	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__UBA7748_sp003862175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16208	0	74824	0	0	0	0	0	0	0	0	7165	0	0	0	0	0
s__Cryptobacterium_curtum	12822	0	8859	60729	11107	0	18135	41688	8410	0	4072	83439	9415	0	4840	105852	0	0	63737	0	0	8904	20308	34056	18150	61065	0	0	0	40649	0	7387	71448	7146	2212	0	0	0
s__DNF00809_sp000814825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5115	0	0	0	0	0	0
s__Slackia_exigua	6431	963	21822	35936	20713	33012	35369	26055	2783	0	5632	36850	4562	62148	4228	37791	64917	15272	25755	2591	3581	5012	0	0	2758	50954	11003	5001	17941	12015	0	12711	13127	4534	7278	3226	0	60055
s__UBA10988_sp002409445	0	2000	0	0	0	0	0	0	0	0	0	0	0	3759	0	0	1390	0	0	0	1951	0	0	0	0	5566	3671	0	0	0	0	0	0	0	0	0	0	0
s__UBA5352_sp002411015	0	1260	0	0	0	0	2936	0	0	0	0	0	0	8049	0	0	0	0	0	6631	9774	0	0	0	0	1632	1220	1610	2125	0	662	0	0	0	0	0	0	0
s__Alloprevotella_rava	0	30807	239985	0	474881	0	56911	1282271	17922	11815	2102483	71088	135676	561014	729938	22956	310146	36272	192246	141898	5512	247956	0	200247	21659	250690	217742	166791	360320	10613	146854	660321	18138	377143	90800	74931	413544	9899
s__Alloprevotella_tannerae	0	18504	147837	185340	42426	492551	1089615	946857	1376495	0	310326	25604	394301	572808	964854	289470	1338480	1324779	3170567	36808	64127	174999	1947040	715314	375593	314636	314800	296393	133697	29335	1368438	143492	90388	986650	243621	246228	185698	621762
s__Bacteroides_heparinolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4445	0	0	0
s__Bacteroides_sp900552405	0	0	0	0	0	0	0	32969	0	0	36814	0	0	6796	0	0	0	0	0	0	0	11706	0	0	0	0	0	0	0	0	14619	8237	0	0	0	0	0	0
s__F0040_sp000318095	30953	96123	48549	178277	33420	229290	1507715	565028	66481	293443	381895	27712	639737	160525	2897747	226769	196511	685728	280328	44510	72930	574548	37600	228662	12233	0	8232	29504	88000	518411	56872	100286	1531349	325879	109232	56298	88641	2453104
s__F0040_sp003639005	172037	105373	39240	90642	116125	40237	309005	276375	50762	9492	206531	50806	56650	89613	466153	117788	218928	58779	98311	52912	52422	79938	13371	33956	225596	10211	65317	37905	48310	34341	132215	51246	70947	142044	87096	91359	21134	666448
s__F0040_sp003859795	0	0	0	0	10807	0	0	0	0	0	0	0	0	19546	0	0	0	0	9150	27006	0	0	0	0	0	0	0	0	0	0	0	0	286073	30525	6437	0	0	0
s__F0040_sp004555055	0	0	0	0	0	0	0	0	0	0	0	0	7720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__F0040_sp900095835	101818	72517	93795	821666	106012	290919	7145566	3210377	720514	962685	485547	135463	3869578	780089	1792983	1735310	1066917	4902168	1288616	402685	42118	933585	93899	573940	168131	155491	21405	283616	499507	3035139	240060	455386	4460778	897384	197320	75131	125906	7231835
s__Phocaeicola_abscessus	0	0	0	0	0	0	3677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_amnii	0	158073	115117	0	0	0	0	0	0	0	75529	0	54043	294982	28156	0	58315	0	36178	0	0	34016	23022	0	0	111393	131287	0	55426	51062	0	319221	0	0	20523	0	0	39336
s__Prevotella_aurantiaca	121517	143662	492673	27303	366645	793442	13627	180149	94815	27534	400225	27010	61663	490318	448824	323052	308992	251677	271485	983328	83435	1607471	38907	24841	0	118843	295018	733329	112921	43452	1228757	690462	75657	73160	536966	234299	575765	30728
s__Prevotella_baroniae	0	0	0	0	3422	0	34567	0	0	0	0	10643	0	0	91182	0	0	0	0	0	4652	11605	0	0	0	0	20705	0	3127	0	0	0	0	0	0	0	0	0
s__Prevotella_bivia	34560	0	176184	30114	96959	0	0	76762	0	0	180249	0	60861	32277	37575	0	25007	162450	189215	45710	0	11005	0	0	0	0	65717	42605	0	0	0	20819	0	0	35439	32857	160091	0
s__Prevotella_brunnea	0	0	0	0	0	0	0	0	0	0	0	0	0	78286	0	0	0	0	0	0	86736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_buccae	11019	0	13814	7779	5363	0	19238	84778	11814	0	7323	101934	0	10725	39980	37390	0	18990	46700	0	0	13006	0	11319	0	0	2301	3360	5242	4706	0	6276	6794	0	10411	3105	9255	44541
s__Prevotella_buccalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_colorans	0	0	0	0	29918	0	0	0	0	0	0	0	0	61747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_conceptionensis	424622	136924	371344	685385	185430	162373	490523	524902	994348	64280	882084	167421	235874	466066	1412021	57138	246199	583812	779020	76517	32414	155967	1918269	596382	642831	448728	239197	103092	199656	300180	542057	410933	132078	463429	429316	84147	117267	285963
s__Prevotella_corporis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20441	0	0	0	0	0	0	7323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_denticola	278575	9212	706925	533222	56434	47662	628085	836918	394965	377538	747552	2734041	24866	356830	167656	1263573	187605	145413	1454259	46810	32814	163789	137639	289758	201655	0	116756	60607	411075	868527	36747	358972	307714	309000	78386	25845	68609	1244684
s__Prevotella_disiens	17130	13603	201021	0	87953	0	0	61830	0	7619	730962	26307	0	237131	121088	0	58415	0	28561	0	7023	285407	0	0	0	0	0	87411	27462	11414	0	0	0	128203	33937	0	0	0
s__Prevotella_enoeca	0	0	8148	12748	0	0	17434	13729	10212	7309	3491	8545	0	20248	0	0	18005	21402	36779	0	0	0	24229	0	0	0	5872	5841	5813	0	0	4354	0	13511	0	0	0	14113
s__Prevotella_falsenii	0	8012	0	0	0	0	0	0	0	0	9754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15714	0	0	0	0	21735	0
s__Prevotella_fusca	13523	84220	64966	31118	409742	192022	0	62732	15819	18122	66926	90568	12834	60744	115793	25361	72519	94951	64338	172337	54523	34216	34785	154910	8634	0	215691	12702	25558	27333	69488	63157	0	30825	63269	22339	0	15114
s__Prevotella_histicola	22123882	6198152	28027301	206466	19991391	1153230	884979	26886607	1728624	2945164	44957091	638227	18954262	16032301	3195992	2623117	29848946	528864	14048097	2770959	116763	13309441	3347527	5911242	400827	1131158	70190273	18807306	344729	7904038	12976296	39645959	6627617	9680285	3128235	6097255	21722814	1925112
s__Prevotella_intermedia	66615	100158	152472	208536	78848	112970	150049	439944	201420	87508	515079	102934	75099	602306	1209904	132310	191750	108503	147794	290150	131532	806865	421985	12220	59863	307049	230385	205296	395266	135906	229059	1140948	178414	157181	476822	163769	207283	138604
s__Prevotella_jejuni	3152495	3949739	1884403	717490	1151871	1145807	419182	9063031	3107627	331079	26436994	635431	843380	6109004	2791432	220858	25639608	1703986	18456063	2112259	1141364	16589616	1100232	1276211	122065	462564	1208807	5530306	946718	2034567	7378700	11190108	1945825	1067570	3297883	1918936	14090247	420619
s__Prevotella_koreensis	0	0	0	0	0	0	62822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8242	0	0	0	0	0	0	0	7478	0	0	0
s__Prevotella_loescheii	325326	35909	279779	258494	327982	103916	141285	163359	468186	8801	224691	617614	201485	546104	543484	342894	130595	282876	256470	112331	25010	81338	66051	176472	342719	58563	78120	47806	429070	138353	120334	81974	433990	32327	55561	144071	326287	934906
s__Prevotella_maculosa	340289	18905	182746	121060	81349	316056	110748	43191	352162	60475	89234	143988	50233	349092	138339	96133	53714	100075	307328	24705	19408	34816	316333	218739	250446	129223	42811	17502	111533	88507	84107	155591	156903	61651	39443	8765	52684	76170
s__Prevotella_marshii	0	0	0	14856	0	115173	19839	20944	8991	0	4762	5603	4251	73775	15431	0	4571	12258	27559	0	0	0	31870	0	98368	0	14404	17702	14834	10012	55771	4144	0	4684	6337	4848	0	22120
s__Prevotella_melaninogenica	12956951	43151199	12483385	15677343	35920156	5347487	4285827	41063078	2411034	5818700	22748624	11994726	11066521	35145711	23026741	3313815	60040417	33033125	18366322	24845191	11340734	29932159	17855069	15630977	2111022	10872430	21344121	13210789	15122568	8905962	20583061	49025713	3066034	13910668	12376629	14528369	13343145	3607256
s__Prevotella_melaninogenica_A	388023	2969218	467464	982620	946455	218924	368771	2690888	183237	124575	1048328	748409	472220	2363886	1840870	1284367	3257689	1484399	628001	1105092	6507538	1454428	457201	3627824	231098	567674	1012257	2129984	727488	199754	4272016	1018343	216373	350003	3061987	817838	737807	155381
s__Prevotella_micans	44978	0	93695	35635	8145	43247	69235	29763	35543	0	4162	19881	27072	180643	89980	12631	6432	0	84382	0	18708	8514	143185	84540	263867	141189	12203	8771	63043	12815	0	35432	16434	45537	18020	4247	16927	273676
s__Prevotella_multiformis	11119	0	20321	0	0	0	178661	10723	9512	7920	53620	135122	17847	480814	22946	0	0	0	8408	0	0	5733	36293	22036	0	0	4291	0	4731	26632	0	120882	0	0	12213	3937	0	32530
s__Prevotella_multisaccharivorax	0	0	11912	27102	0	0	0	0	0	0	0	227181	0	0	0	0	0	0	5923	0	0	0	0	101317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_nanceiensis	1237762	20708513	16203572	1858283	6279505	1294373	1523153	2429383	2502665	1786601	2317036	3507199	1162585	4666723	5881721	1543256	1377845	2600557	3386202	13191532	2422934	9183630	1604992	2123747	1618241	2768049	2347143	10377748	977743	1813815	5658263	5344008	2596079	1339669	3835417	2336726	1837639	2471360
s__Prevotella_nigrescens	340963	137526	322691	1710526	153970	448115	333544	872518	128230	115942	118780	358184	92846	347570	1634326	621351	368316	328349	737775	105387	14206	275569	1784675	282070	106435	56560	69218	42005	123214	330033	243481	390456	221810	154208	53258	87252	166758	751867
s__Prevotella_oralis	0	0	0	15659	6884	0	0	0	0	0	0	0	0	8400	0	29271	0	0	152115	0	0	0	2312	0	0	0	9372	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_oris	436624	187637	1814024	1191952	252222	607030	1725004	2069489	468387	1093183	511448	1703404	473924	721099	317791	846243	574525	3032812	3503173	148454	81534	396423	1716080	762930	1968596	553897	569008	146289	760597	1353732	401539	465955	754193	382381	237732	210997	229707	1569211
s__Prevotella_oulorum	583393	159686	815764	170318	500928	133887	136576	170042	374927	109896	182922	303049	152707	339471	395622	232265	134509	176804	1944405	34207	35015	193039	598505	461097	143400	164043	226231	142061	178166	420488	225531	95386	86981	358069	80488	17330	150308	64660
s__Prevotella_pallens	365527	8928755	9730010	2332975	6902237	2357276	929986	2085914	1815878	487815	8352554	1192489	2060464	16176299	14242560	2027698	23413786	5231540	3767333	10453817	4952834	35893101	1033752	3328647	656834	1438833	5208776	7049538	3063849	1952847	15323132	22727893	1353417	7055422	3465786	5743681	5244172	2387218
s__Prevotella_pleuritidis	86349	21505	0	763449	90455	941807	284253	989234	74591	141485	8653	20282	75600	495081	7004	20149	140118	10450	694267	132633	0	32215	1179178	11419	0	49653	71918	3890	224915	0	335372	151510	65937	111430	11413	43376	471262	685615
s__Prevotella_saccharolytica	62608	5231	123155	123853	57935	0	16833	24852	74390	13216	36714	22290	29679	149912	56413	67563	38010	104189	71654	9232	21109	15507	46648	182579	328290	163769	21506	9731	100444	16019	70790	21419	52709	9258	16818	12422	45773	85879
s__Prevotella_salivae	680517	1564267	4163125	262602	1020242	512750	197336	3095762	2125822	252136	8978959	231741	1214925	9157155	966407	287523	10154856	1379616	8219135	1084302	799539	3831795	245856	2100624	94959	993582	3409386	3203321	881674	656422	3518771	7565284	676730	1788588	766812	725988	3552626	377178
s__Prevotella_scopos	210046	1955606	153818	1767740	63739	146070	79756	577249	104372	772584	368621	39661	196711	8643904	427285	104290	956065	3466107	1087218	559711	127846	285026	66353	1524130	33191	380631	99326	293240	176132	122728	3684399	719334	188353	1938144	377488	1067505	132152	60656
s__Prevotella_seregens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7213	0	0	0	0	1660	0	14433	0	0	0	0	0	0	0	0	0
s__Prevotella_shahii	19033	377759	137291	962295	1356923	588578	620253	60327	2919142	5437	1208054	530374	30080	1323271	4642304	0	83422	1035920	27559	1722318	18608	655987	572091	56994	216441	121855	39310	4514155	1288719	13817	4292976	101661	248365	1170814	516318	1759302	0	2325252
s__Prevotella_sp000163055	121000	1936192	2068127	165198	507507	199394	327376	240978	259951	286273	1283058	432460	151568	1712900	682212	401972	359386	407486	428224	2168549	530043	2180201	172375	478190	150086	66871	372567	1500281	136720	243586	396456	696185	503581	190261	450754	310145	138725	2884891
s__Prevotella_sp000257925	3652100	2113763	5264195	190433	4150492	233141	241572	11074897	875695	67684	20398087	351207	5252924	22897304	2284820	297264	21608703	458536	12965406	429961	121106	10116704	360680	2660936	103357	485021	2900013	6270607	3205370	137294	3449796	8964183	779520	2721604	2189990	1386839	5632204	335323
s__Prevotella_sp000467895	176497	138867	183520	66351	267717	185012	86469	402414	24730	60875	166630	128365	266170	674899	381591	287033	294003	311497	353946	62214	87637	462602	546673	260684	55251	80386	285917	227805	150446	113838	662862	905537	43089	173835	273330	182288	332113	91184
s__Prevotella_sp000599605	112600	582498	422467	37843	2056523	349076	13627	134275	131669	20826	421237	49802	98561	517374	319318	48918	159225	119200	187974	110866	125904	696660	29758	736469	21459	159645	656146	384021	93512	193588	787440	227491	30263	790836	52958	40871	442997	66661
s__Prevotella_sp000758925	0	0	0	26801	0	0	0	59325	13617	0	21708	0	31483	19045	0	0	14604	0	26858	0	0	48923	0	0	0	0	0	0	0	0	0	0	73753	18916	17719	0	15324	17716
s__Prevotella_sp001553265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_sp002437285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_sp003043925	0	0	0	0	0	0	20540	0	0	0	25810	0	0	0	0	0	0	0	0	0	18308	16208	0	0	0	0	0	3200	6946	0	0	5775	0	0	3554	0	0	0
s__Prevotella_sp003043945	0	0	0	0	0	0	0	0	0	0	4212	0	0	0	5772	0	0	0	0	0	0	32515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_sp013333285	0	291492	156909	157323	98260	237202	18135	219535	53165	18523	274534	9820	42914	680693	378113	23356	266834	256234	89693	529517	282286	851954	16387	42570	54449	83589	38210	414444	209024	6468	583703	337733	43691	354889	216391	103097	16526	284310
s__Prevotella_sp013333935	13523	2641	70671	33426	29618	0	33465	68444	15819	33141	35414	148563	16343	108900	123183	51725	29708	38081	140717	0	0	14807	113127	0	20356	28330	9192	8521	26861	73689	18223	38635	28960	20917	5967	0	0	38535
s__Prevotella_sp900113305	0	0	0	7087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4671	0	0	0	0	0	0	0	0	0
s__Prevotella_sp900318855	0	0	0	0	0	0	0	21245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_sp900540375	0	0	2803	0	0	0	0	15733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_stercorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6571	0	0	0	0	0	0	0	0	0	0
s__Prevotella_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Prevotella_timonensis_A	0	0	0	0	0	0	0	0	0	30137	0	0	0	0	0	0	0	0	0	0	4892	15507	0	0	0	0	33309	0	0	0	0	39936	0	0	0	0	0	0
s__Prevotella_veroralis	623194	125467	961494	432149	555893	152329	588315	1495574	167770	18122	3555365	1249065	837462	2135556	591857	36388	2160024	421718	2203381	94021	8584	973897	1717000	343441	247088	169042	397710	1442218	681158	154174	832431	1474120	418192	460236	367379	190676	792668	916044
s__Prevotellamassilia_sp900768625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__UBA3839_sp900321835	0	9452	0	0	16310	0	13126	0	0	0	6222	0	0	0	0	0	0	0	0	12903	0	5863	0	0	0	0	0	0	0	0	0	0	0	0	10211	0	0	8528
s__Bacteroides_D_periocalifornicus	0	0	0	0	0	0	170411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73753	0	19922	0	0	0
s__Bacteroides_D_sp013333835	0	0	0	0	0	0	38275	0	0	0	0	0	0	16239	0	0	0	0	0	0	0	0	0	135483	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__JABCPG02_sp013333195	0	68016	35135	0	154200	1020944	32163	0	141492	5467	144017	0	0	137432	26954	0	23706	35669	41890	237472	743421	173734	0	25642	82726	130378	14504	21703	9532	0	0	26224	0	87872	207966	43175	0	101550
s__Fermentimonas_sp002398875	0	7662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11112	0	0	0	0	0	0	0	0	0	0	0	0
s__Petrimonas_sp002356435	0	7562	0	0	0	0	0	0	0	0	0	0	0	5553	0	0	8982	0	0	3551	5022	0	0	0	0	17519	9162	0	0	0	0	0	0	0	0	0	0	0
s__Proteiniphilum_sp002408485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5822	0	0	0	0	0	0	0	0	4805	0	0	0	0	0	0	0	0	0	0	0	0
s__Proteiniphilum_sp002410345	0	33208	0	0	0	13646	0	0	0	0	0	0	0	32076	0	0	33409	30244	0	7342	29412	0	0	0	0	76582	32208	6461	0	0	0	0	0	0	0	16429	0	0
s__F0058_sp000163695	53593	4971	402975	954527	97759	171944	269083	87885	655135	0	56121	236936	322432	459349	488810	255974	77320	676171	410173	20605	131475	65931	232686	236573	172682	280483	48212	25303	440467	4225	272379	309672	157395	31526	74181	31555	61999	942039
s__Porphyromonas_catoniae	475593	72917	321275	1306372	1148787	518289	159479	476092	141806	400304	324428	366578	302272	824787	2190563	690004	77820	450683	211520	151704	97041	150748	181351	52887	213963	768709	137555	95912	528192	215289	355526	196625	185980	214982	180847	356402	289741	3444971
s__Porphyromonas_endodontalis	0	0	0	325905	74345	3169437	2307250	1811558	46056	0	3841	0	7841	299008	631988	0	116491	55363	192388	10702	111578	14507	0	0	1095893	0	322070	16402	80884	0	13918	206512	454904	82768	114759	39769	37359	280469
s__Porphyromonas_gingivalis	0	0	0	0	0	0	457908	7786	0	0	0	21487	34692	1453	8707	0	0	50439	10122	0	0	5723	23626	0	0	32735	144156	62808	1413	914	0	0	53210	0	2363	49987	23537	45041
s__Porphyromonas_gulae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90884
s__Porphyromonas_pasteri	10330351	32344066	13007734	12325601	65210974	14680042	19251852	6806398	1783656	7320199	22273027	36769258	2318988	15470750	41740366	17962942	4490317	7271277	3986681	22280676	16026766	58460165	6084300	10192550	17267041	5988600	7573793	59341757	8434418	4495539	34726580	10774977	6725981	18222206	34285929	27048979	8583728	15323319
